date,job_count
2026-01-12,12
2026-01-28,12
2026-02-16,12
2026-02-21,12
2026-03-02,12
2026-03-07,12
2026-03-13,12
2026-03-14,12
2026-03-19,66
2026-03-26,66
2026-03-29,66
2026-04-02,66
2026-04-06,66
2026-04-07,66
